4,2,8,1,0
4,3,1,1,0
4,5,6,1,0
4,7,10,1,0
4,11,18,1,0
4,13,2,0,0
4,13,3,0,0
4,13,4,0,0
4,13,5,0,0
4,13,7,0,0
4,13,9,0,0
4,13,11,0,0
4,13,12,0,0
4,13,14,0,0
4,13,15,0,0
4,13,16,0,0
4,13,19,0,0
4,13,20,0,0
4,13,22,0,0
4,13,25,0,0
4,13,27,0,0
4,13,28,0,0
4,13,29,0,0
4,13,31,0,0
4,13,33,0,0
4,13,36,0,0
4,13,39,0,0
4,13,41,0,0
4,13,43,0,0
4,13,50,0,0
4,13,59,0,0
4,13,61,0,0
4,13,63,0,0
4,13,74,0,0
4,13,76,0,0
4,13,82,0,0
4,13,83,0,0
4,13,84,0,0
4,13,87,0,0
4,13,88,0,0
4,13,91,0,0
4,13,96,0,0
4,13,100,0,0
4,13,103,0,0
4,13,106,0,0
4,13,107,0,0
4,13,115,0,0
4,13,125,0,0
4,13,127,0,0
4,13,134,0,0
4,13,137,0,0
4,13,142,0,0
4,13,148,0,0
4,13,155,0,0
4,13,157,0,0
4,13,163,0,0
4,13,174,0,0
4,13,176,0,0
4,13,179,0,0
4,13,184,0,0
4,13,185,0,0
4,13,186,0,0
4,13,189,0,0
4,13,190,0,0
4,13,195,0,0
4,13,207,0,0
4,13,209,0,0
4,13,210,0,0
4,13,213,0,0
4,13,216,0,0
4,13,218,0,0
4,13,221,0,0
4,13,223,0,0
4,13,226,0,0
4,13,228,0,0
4,13,230,0,0
4,13,236,0,0
4,13,238,0,0
4,13,242,0,0
4,13,248,0,0
4,13,249,0,0
4,13,250,0,0
4,13,251,0,0
4,13,252,0,0
4,13,255,0,0
4,13,256,0,0
4,13,500,0,0
4,13,566,0,0
4,13,567,0,0
4,13,568,0,0
4,13,570,0,0
4,13,572,0,0
4,13,579,0,0
4,13,580,0,0
4,13,584,0,0
4,13,585,0,0
4,13,587,0,0
4,13,589,0,0
4,13,590,0,0
4,13,594,0,0
4,13,596,0,0
4,13,600,0,0
4,13,604,0,0
4,13,605,0,0
4,13,621,0,0
4,13,626,0,0
4,13,637,0,0
4,13,650,0,0
4,13,653,0,0
4,13,654,0,0
4,13,655,0,0
4,13,658,0,0
4,13,666,0,0
4,13,668,0,0
4,13,670,0,0
4,13,673,0,0
4,13,677,0,0
4,13,682,0,0
4,13,683,0,0
4,13,685,0,0
4,13,687,0,0
4,13,689,0,0
4,13,690,0,0
4,13,691,0,0
4,13,692,0,0
4,13,693,0,0
4,13,694,0,0
4,13,697,0,0
4,13,698,0,0
4,13,699,0,0
4,13,702,0,0
4,13,703,0,0
4,13,705,0,0
